id,programCardDuration,programPreviewDuration,formattedApplicationFee,formattedTuition,formattedCostOfLiving,slug,name,shortName,programLevel,programSummary,requirements,school
270491,2 years,2 year transfer program to bachelor’s degree completion,$50 USD,"$8,700 USD / Year","$10,000 USD / Year",associate-of-arts-psychology-transfer-to-a-california-state-university-09b6c967-28b2-4a47-b106-f52bdbae057c,Associate of Arts - Psychology - Transfer to a California State University,Psychology,2-Year Undergraduate Diploma,"<div style=""text-align:justify""><div>The College of Alameda's Associate in Arts (AA) in Psychology for transfer program is designed for students planning to transfer into a Psychology major. </div><div><br></div><div>A study of Psychology is built upon the scientific study of human behavior and mental processes. Students pursuing the AA for transfer into a Psychology major will study the nature of consciousness and the development of the person, basic processes of human perception, learning, cognition and motivation; the relationship of behavior to physiology; and the nature of psychological disorders and how psychologists use their knowledge to help improve the quality of people’s lives.</div></div><div><br></div><div>Upon completion of this program a student will be able to:</div><ul><li>Apply multiple schools of psychology (e.g. psychodynamic, behavioral, cognitive, humanistic, biological, and transpersonal) to life situations.</li><li>Demonstrate effective communication and interpersonal relationship skills rooted in the person centered approach and mindfulness-based skills.</li><li>Increase awareness of self, others, and the environment in order to have greater agency and authentic expression.</li></ul><div><div>Psychology careers include: jobs in therapy and counseling, schools, hospitals, prisons, courtrooms, community health and rehabilitation centers, sports and corporate offices. The study of psychology is good preparation for many professions, as well as, for one’s life.</div></div>","[{'type': 'sectionHeader', 'value': 'Academic Background'}, {'type': 'cardSection', 'value': [{'type': 'card', 'value': [{'type': 'caption', 'value': 'Minimum Level of Education Completed'}, {'type': 'title', 'value': 'Grade 12 / High School'}]}, {'type': 'card', 'value': [{'type': 'caption', 'value': 'Minimum GPA'}, {'type': 'title', 'value': '50.0%'}]}]}]","{'id': '2170', 'name': 'College of Alameda', 'slug': 'college-of-alameda', 'location': 'Alameda, California, US', 'logo': 'https://photos.applyboard.com/schools/000/002/170/logos/small/College-of-Alameda-Logo-April-2022.png?1651080362', 'countryCode': 'US', 'headerImage': 'https://photos.applyboard.com/school_photos/000/017/214/photos/optimized/College-of-Alameda-Campus-April-2022.webp?1659728463'}"
270508,2 years,2 year transfer program to bachelor’s degree completion,$50 USD,"$10,740 USD / Year","$10,000 USD / Year",associate-of-arts-economics-transfer-to-a-california-state-university-a6bd92b1-6836-48e0-a066-a98dffce7a74,Associate of Arts - Economics - Transfer to a California State University,Economics,2-Year Undergraduate Diploma," <div title="""">The study of Economics at Merritt College is intended to provide students with knowledge, appreciation and ability to analyze the production, distribution and consumption of wealth in human society.</div><div style=""text-align:left""><br></div><div style=""text-align:left"">The Associate Degree for Transfer (ADT) program allows students to fulfill lower division major requirements at a community college and guarantees</div><div style=""text-align:left"">transfer with junior status to the California State University (CSU) system. Those who complete an ADT and transfer to a similar major at a CSU</div><div style=""text-align:left"">are guaranteed a pathway to finish their baccalaureate degrees.</div><div style=""text-align:left""><br></div><div style=""text-align:left"">Upon successful completion of this program students will be able to:</div><ul><li style=""text-align:left"">Analyze the current economic conditions in the United States and identify appropriate fiscal and monetary policy options in relation to the US economy.</li><li style=""text-align:left"">Apply fundamental economic concepts, including the construction of the primary economic models.</li><li style=""text-align:left"">Evaluate complex social and economic problems using the theoretical tools and quantitative methods of economics.</li></ul><div><div style=""text-align:left"">Career opportunities in business, law, journalism, education, politics, finance and banking, government, public and private overseas service, and labor leadership are possible with a degree in economics. Also, candidates can continue their studies at a four-year university.</div></div>","[{'type': 'sectionHeader', 'value': 'Academic Background'}, {'type': 'cardSection', 'value': [{'type': 'card', 'value': [{'type': 'caption', 'value': 'Minimum Level of Education Completed'}, {'type': 'title', 'value': 'Grade 12 / High School'}]}, {'type': 'card', 'value': [{'type': 'caption', 'value': 'Minimum GPA'}, {'type': 'title', 'value': '50.0%'}]}]}]","{'id': '2172', 'name': 'Merritt College', 'slug': 'merritt-college', 'location': 'Oakland, California, US', 'logo': 'https://photos.applyboard.com/schools/000/002/172/logos/small/Merritt-College-Logo-April-2022.png?1651152668', 'countryCode': 'US', 'headerImage': 'https://photos.applyboard.com/school_photos/000/017/223/photos/optimized/Merritt-College-Campus-April-2022.webp?1659728494'}"
270492,2 years,2 year transfer program to bachelor’s degree completion,$50 USD,"$8,700 USD / Year","$10,000 USD / Year",associate-of-arts-sociology-transfer-to-a-california-state-university-db732d7e-84d0-43bb-b12f-4ecff42dd31c,Associate of Arts - Sociology - Transfer to a California State University,Sociology,2-Year Undergraduate Diploma,"<div>The College of Alameda's Associate in Arts in Sociology for Transfer program is designed for students planning to transfer into a Sociology major at a California State University.</div><div>&nbsp;</div><div>Upon completion of this program a student will be able to:</div><ul><li>Foundational Knowledge in Sociology: Demonstrate a degree of mastery of the state of the discipline of Sociology. Define the core concepts of sociology, theory and forms of applied research and the use of sociological data (social structures, culture, social stratification, race, ethnicity, gender, and globalization).</li><li>Critical Sociological Thinking: Demonstrate a degree of proficiency at the life skills of critical thought and political consciousness to better access, evaluate, and interpret ideas found in sociological theory and research enabling people to be disciplined to communicate effectively, reach conclusions, and solve problems as a responsible global citizen — part of the social, political and economic structure in an unequal world — such that they may apply these in their professional pursuits should they choose a path of public service or community leadership, of simply community participants.</li><li>Personal Enrichment &amp; Lifelong Learning – Sociological Efficacy: Demonstrate a degree of capacity in personal sociological efficacy to assume responsible and healthy membership in society - in the application of sociological concepts explored in this learning experience (class, classes, program) in a meaningful manner to one’s own self defined reality in all spheres of social interaction in society (a) as part of their everyday life as engaged persons in the modern world system; and (b) in the context of global environmental (and other) challenges.</li><li>Articulate the various social realities for people through an intersectional framework that provides a deeper understanding of an individuals experience as it relates to group membership. Thus enabling student capacity to discuss the interpersonal, institutional, cultural and structural mechanisms that produce and maintain inequality in various social and political institutions; and, to be able to engage with such challenges and assume a degree of change agency in this context.</li></ul><div><div>Sociology is applicable to multiple issues. As a result, students who take Sociology courses are prepared for academic study and careers across many disciplines. Every organization can use a sociologist. Students who complete this program work in a variety of academic and applied settings from marketing, social work, business, criminology, the public sector, law enforcement, health, medicine, and even programming.</div></div>","[{'type': 'sectionHeader', 'value': 'Academic Background'}, {'type': 'cardSection', 'value': [{'type': 'card', 'value': [{'type': 'caption', 'value': 'Minimum Level of Education Completed'}, {'type': 'title', 'value': 'Grade 12 / High School'}]}, {'type': 'card', 'value': [{'type': 'caption', 'value': 'Minimum GPA'}, {'type': 'title', 'value': '50.0%'}]}]}]","{'id': '2170', 'name': 'College of Alameda', 'slug': 'college-of-alameda', 'location': 'Alameda, California, US', 'logo': 'https://photos.applyboard.com/schools/000/002/170/logos/small/College-of-Alameda-Logo-April-2022.png?1651080362', 'countryCode': 'US', 'headerImage': 'https://photos.applyboard.com/school_photos/000/017/214/photos/optimized/College-of-Alameda-Campus-April-2022.webp?1659728463'}"
270513,2 years,2 year associate degree,$50 USD,"$10,740 USD / Year","$10,000 USD / Year",associate-of-science-fire-science-fire-technology,Associate of Science - Fire Science - Fire Technology,Fire Science - Fire Technology,2-Year Undergraduate Diploma,"<div style=""text-align:left"">Fire protection is a highly specialized professional field, requiring extensive knowledge and use of scientific principles. </div><div style=""text-align:left""><br></div><div style=""text-align:left"">Merritt College's Fire Technology Associate in Science degree program teaches successful application of the fundamental principles of fire protection including suppression of fires, rescue, emergency medical services, hazardous materials mitigation, disaster response/recovery, community risk reduction strategies, pre-planning for fire protection, and long term community preparedness. Designed for direct job entry and promotional advancement, this program provides technical knowledge and the ability to work within an organized system at a fire or other emergency scene. While units in the program are transferable to many institutions, students should consult a counselor for information.</div><div style=""text-align:left""><br></div><div><div style=""text-align:left"">Upon successful completion of this program, students will be able to:</div><ul><li style=""text-align:left"">Demonstrate the ability to perform the required skills of an emergency medical technician (EMT).</li><li style=""text-align:left"">Demonstrate the ability to perform skills related to fire suppression.</li><li style=""text-align:left"">Demonstrate leadership, teamwork and decision making in the management of multiple personnel on emergency scenes.</li></ul></div><div style=""text-align:left"">Fire Technology career opportunities may include entry level firefighters, first-line supervisor of firefighting and prevention workers, fire inspector, and fire investigator and promotional advancement for members currently employed in the profession.</div>","[{'type': 'sectionHeader', 'value': 'Academic Background'}, {'type': 'cardSection', 'value': [{'type': 'card', 'value': [{'type': 'caption', 'value': 'Minimum Level of Education Completed'}, {'type': 'title', 'value': 'Grade 12 / High School'}]}, {'type': 'card', 'value': [{'type': 'caption', 'value': 'Minimum GPA'}, {'type': 'title', 'value': '50.0%'}]}]}]","{'id': '2172', 'name': 'Merritt College', 'slug': 'merritt-college', 'location': 'Oakland, California, US', 'logo': 'https://photos.applyboard.com/schools/000/002/172/logos/small/Merritt-College-Logo-April-2022.png?1651152668', 'countryCode': 'US', 'headerImage': 'https://photos.applyboard.com/school_photos/000/017/223/photos/optimized/Merritt-College-Campus-April-2022.webp?1659728494'}"
270494,2 years,2 year associate degree,$50 USD,"$8,700 USD / Year","$10,000 USD / Year",associate-of-arts-pyschology,Associate of Arts - Pyschology,Pyschology,2-Year Undergraduate Diploma,"<div>By receiving an Associate of Arts degree in Psychology from the College of Alameda, students may pursue enhanced life &amp; interpersonal skills helping them with improved self-awareness to empower themselves in their personal and professional relationships. </div><div><br></div><div>The study of Psychology enables students to better comprehend how people think, perceive, learn, develop unique personalities, manage stress, and interact with one another.</div><div><br></div><div><div>Upon completion of this program a student will be able to:</div><ul><li>Apply multiple schools of psychology (e.g. psychodynamic, behavioral, cognitive, humanistic, biological, and transpersonal) to life situations.</li><li>Demonstrate effective communication and interpersonal relationship skills rooted in the person centered approach and mindfulness-based skills.</li><li>Increase awareness of self, others, and the environment in order to have greater agency and authentic expression.</li></ul><div><div>Psychology careers include: jobs in therapy and counseling, schools, hospitals, prisons, courtrooms, community health and rehabilitation centers, sports and corporate offices. The study of psychology is good preparation for many professions, as well as, for one’s life.</div></div></div>","[{'type': 'sectionHeader', 'value': 'Academic Background'}, {'type': 'cardSection', 'value': [{'type': 'card', 'value': [{'type': 'caption', 'value': 'Minimum Level of Education Completed'}, {'type': 'title', 'value': 'Grade 12 / High School'}]}, {'type': 'card', 'value': [{'type': 'caption', 'value': 'Minimum GPA'}, {'type': 'title', 'value': '50.0%'}]}]}]","{'id': '2170', 'name': 'College of Alameda', 'slug': 'college-of-alameda', 'location': 'Alameda, California, US', 'logo': 'https://photos.applyboard.com/schools/000/002/170/logos/small/College-of-Alameda-Logo-April-2022.png?1651080362', 'countryCode': 'US', 'headerImage': 'https://photos.applyboard.com/school_photos/000/017/214/photos/optimized/College-of-Alameda-Campus-April-2022.webp?1659728463'}"
270520,2 years,2 year associate degree,$50 USD,"$10,740 USD / Year","$10,000 USD / Year",associate-of-science-landscape-horticulture-arboriculture,Associate of Science - Landscape Horticulture - Arboriculture,Landscape Horticulture - Arboriculture,2-Year Undergraduate Diploma,"<div>Merritt College's Arboriculture Associate in Science Degree Program prepares workers for careers linked to urban forestry related occupations, including arborist, arboriculture, tree care specialist, tree trimming, grounds maintenance, aerial tree work, crew leader and other identified occupations.</div><div><br></div><div>This program follows an industry validated training model which combines classroom learning, and hands-on skill development in school shops/labs and training centers. The curriculum provides a strong foundation in basic horticultural principles, plant biology and physiology, tree ID, and urban forestry concepts; industry standard skills and practices related to safe work practices, trees/shrub maintenance, tree removal, advanced climbing skills, small and large equipment use, and leadership skills.</div><div><br></div><div>Students who receive a certificate will be able to:</div><ul><li>Apply tree biology and physiology to arboriculture practices.</li><li>Operate equipment safely.</li><li>Conduct site assessments and assess trees to mitigate risks.</li><li>Establish and maintain trees and shrubs safely; remove trees and shrubs safely.</li><li>Apply tree health care treatments.</li><li>Apply advanced aerial tree work.</li></ul><div>Career Opportunities</div><div><div>Tree Care industry established positions and job titles include: Tree Care Specialist/Worker with Certification; Ground worker; Arborist (Certified); Tree Climber; Plant Health Care Technician; Utility Line Clearance Tree Trimmer; and City, County or Municipality Forestry Worker.</div></div>","[{'type': 'sectionHeader', 'value': 'Academic Background'}, {'type': 'cardSection', 'value': [{'type': 'card', 'value': [{'type': 'caption', 'value': 'Minimum Level of Education Completed'}, {'type': 'title', 'value': 'Grade 12 / High School'}]}, {'type': 'card', 'value': [{'type': 'caption', 'value': 'Minimum GPA'}, {'type': 'title', 'value': '50.0%'}]}]}]","{'id': '2172', 'name': 'Merritt College', 'slug': 'merritt-college', 'location': 'Oakland, California, US', 'logo': 'https://photos.applyboard.com/schools/000/002/172/logos/small/Merritt-College-Logo-April-2022.png?1651152668', 'countryCode': 'US', 'headerImage': 'https://photos.applyboard.com/school_photos/000/017/223/photos/optimized/Merritt-College-Campus-April-2022.webp?1659728494'}"
270495,2 years,2 year associate degree,$50 USD,"$8,700 USD / Year","$10,000 USD / Year",associate-of-arts-sociology-d798de27-d9c2-4b10-87ed-d413aace6307,Associate of Arts - Sociology,Sociology,2-Year Undergraduate Diploma,"<p>The College of Alameda offers an Associate of Arts in Sociology.</p><div>Upon completion of this program a student will be able to:</div><ul><li>Foundational Knowledge in Sociology: Demonstrate a degree of mastery of the state of the discipline of Sociology. Define the core concepts of sociology, theory and forms of applied research and the use of sociological data (social structures, culture, social stratification, race, ethnicity, gender, and globalization).</li><li>Critical Sociological Thinking: Demonstrate a degree of proficiency at the life skills of critical thought and political consciousness to better access, evaluate, and interpret ideas found in sociological theory and research enabling people to be disciplined to communicate effectively, reach conclusions, and solve problems as a responsible global citizen — part of the social, political and economic structure in an unequal world — such that they may apply these in their professional pursuits should they choose a path of public service or community leadership, of simply community participants.</li><li>Personal Enrichment &amp; Lifelong Learning – Sociological Efficacy: Demonstrate a degree of capacity in personal sociological efficacy to assume responsible and healthy membership in society - in the application of sociological concepts explored in this learning experience (class, classes, program) in a meaningful manner to one’s own self defined reality in all spheres of social interaction in society (a) as part of their everyday life as engaged persons in the modern world system; and (b) in the context of global environmental (and other) challenges.</li><li>Articulate the various social realities for people through an intersectional framework that provides a deeper understanding of an individuals experience as it relates to group membership. Thus enabling student capacity to discuss the interpersonal, institutional, cultural and structural mechanisms that produce and maintain inequality in various social and political institutions; and, to be able to engage with such challenges and assume a degree of change agency in this context.</li></ul><div><div>Sociology is applicable to multiple issues. As a result, students who take Sociology courses are prepared for academic study and careers across many disciplines. Every organization can use a sociologist. Students who complete this program work in a variety of academic and applied settings from marketing, social work, business, criminology, the public sector, law enforcement, health, medicine, and even programming.</div></div>","[{'type': 'sectionHeader', 'value': 'Academic Background'}, {'type': 'cardSection', 'value': [{'type': 'card', 'value': [{'type': 'caption', 'value': 'Minimum Level of Education Completed'}, {'type': 'title', 'value': 'Grade 12 / High School'}]}, {'type': 'card', 'value': [{'type': 'caption', 'value': 'Minimum GPA'}, {'type': 'title', 'value': '50.0%'}]}]}]","{'id': '2170', 'name': 'College of Alameda', 'slug': 'college-of-alameda', 'location': 'Alameda, California, US', 'logo': 'https://photos.applyboard.com/schools/000/002/170/logos/small/College-of-Alameda-Logo-April-2022.png?1651080362', 'countryCode': 'US', 'headerImage': 'https://photos.applyboard.com/school_photos/000/017/214/photos/optimized/College-of-Alameda-Campus-April-2022.webp?1659728463'}"
270522,2 years,2 year associate degree,$50 USD,"$10,740 USD / Year","$10,000 USD / Year",associate-of-science-landscape-horticulture-landscape-and-parks-maintenance-specialist,Associate of Science - Landscape Horticulture - Landscape and Parks Maintenance Specialist,Landscape Horticulture - Landscape and Parks Maintenance Specialist,2-Year Undergraduate Diploma,"<div>Merritt College's Landscape and Parks Maintenance Specialist Associate in Science degree program provides additional training for students interested in working in the field of landscape and parks maintenance. The curriculum provides advanced studies in horticulture, plant ID and maintenance practices, and provides foundational training towards working for parks and recreation departments, golf courses, public works, landscape maintenance companies, or starting one’s own landscape maintenance business.</div><div><br></div><div>Students who complete the degree or certificate will be able to:</div><ul><li>Maintain landscapes to maximize their basic human comfort and livability.</li><li>Maintain landscapes to support regional ecology, low water use, and sustainable potential in Bay Area environments.</li><li>Employ maintenance practices that minimize the use of power tools, dumping of green waste, and vehicle use.</li></ul><div>Career Opportunities:</div><div><div>Students have also successfully started their own specialty nurseries. Students who successfully complete the advanced certificate in the Landscape and Parks Maintenance track can find employment with city parks or other municipal departments, or with commercial landscape firms. Many students work either independently or with landscape maintenance companies.</div></div>","[{'type': 'sectionHeader', 'value': 'Academic Background'}, {'type': 'cardSection', 'value': [{'type': 'card', 'value': [{'type': 'caption', 'value': 'Minimum Level of Education Completed'}, {'type': 'title', 'value': 'Grade 12 / High School'}]}, {'type': 'card', 'value': [{'type': 'caption', 'value': 'Minimum GPA'}, {'type': 'title', 'value': '50.0%'}]}]}]","{'id': '2172', 'name': 'Merritt College', 'slug': 'merritt-college', 'location': 'Oakland, California, US', 'logo': 'https://photos.applyboard.com/schools/000/002/172/logos/small/Merritt-College-Logo-April-2022.png?1651152668', 'countryCode': 'US', 'headerImage': 'https://photos.applyboard.com/school_photos/000/017/223/photos/optimized/Merritt-College-Campus-April-2022.webp?1659728494'}"
270138,2 years,2 year associate degree,$50 USD,"$8,990 USD / Year","$10,000 USD / Year",associate-of-science-automotive-technology-chassis-and-drivetrain,Associate of Science - Automotive Technology -  Chassis and Drivetrain,Automotive Technology - Chassis and Drivetrain,2-Year Undergraduate Diploma,"<div>The College of Alameda's Automotive Technology program's curriculum is designed to prepare students for employment as apprentice auto mechanics.</div><div><br></div><div> Upon registering for a class in the automotive major area, a student will receive a list of required basic tools. The student will be expected to purchase tools that relate to the course in which he/she has enrolled. The purpose of this requirement is to assure that all students graduating from the program possess tools in a quantity sufficient for trade entry as an apprentice. </div><div><br></div><div>Upon graduating with an Associate in Science (AS) degree, the beginning apprentice will have the union four-year night school requirement waived.</div><p style=""text-align:justify""></p><div>Upon completion of this program a student will be able to:</div><p></p><p style=""text-align:justify""></p><ul></ul><p></p><ul><li>Commitment to Learning: Be ‘lifelong learners’ in the field of automotive technology, keeping up with changes in vehicles, in diagnostics and in repair procedures through a commitment to continual learning and training.</li><li>Communication: Communicate effectively with customers, supervisors and co-workers.</li><li>Critical Thinking: Apply critical thinking and problem solving skills in the process of diagnosing and repairing vehicles.</li><li>Performance: Competently perform industry standard automotive repair procedures, using proper tools, procedures and diagnostic techniques, as specified in the NATEF program certification process.</li></ul>","[{'type': 'sectionHeader', 'value': 'Academic Background'}, {'type': 'cardSection', 'value': [{'type': 'card', 'value': [{'type': 'caption', 'value': 'Minimum Level of Education Completed'}, {'type': 'title', 'value': 'Grade 12 / High School'}]}, {'type': 'card', 'value': [{'type': 'caption', 'value': 'Minimum GPA'}, {'type': 'title', 'value': '50.0%'}]}]}]","{'id': '2170', 'name': 'College of Alameda', 'slug': 'college-of-alameda', 'location': 'Alameda, California, US', 'logo': 'https://photos.applyboard.com/schools/000/002/170/logos/small/College-of-Alameda-Logo-April-2022.png?1651080362', 'countryCode': 'US', 'headerImage': 'https://photos.applyboard.com/school_photos/000/017/214/photos/optimized/College-of-Alameda-Campus-April-2022.webp?1659728463'}"
270535,2 years,2 year associate degree,$50 USD,"$10,740 USD / Year","$10,000 USD / Year",associate-of-arts-landscape-horticulture-landscape-architecture,Associate of Arts - Landscape Horticulture - Landscape Architecture,Landscape Horticulture - Landscape Architecture,2-Year Undergraduate Diploma,"<div>Merritt College's Landscape Architecture Associate in Arts degree program provides students with the basic foundation and skills to pursue a career or further education in Landscape Architecture.</div><div><br></div><div>Course topics include design process and principles, site analysis, site planning, planting design, construction, topographic form, graphic representation, computer assisted design, and professional practice. Students with this degree will fulfill three objectives: Meet the minimum educational requirement to take the California Landscape Architects Registration Exam (LARE); obtain basic skills necessary to start work in a professional landscape design or design-build office; and get basic preparation towards transferring to a four-year or graduate program in landscape architecture.</div><div><br></div><div>Students who complete the degree will be able to:</div><ul><li>Design landscapes that provide basic human comfort and livability.</li><li>Design landscapes that respond to and support regional ecology.</li><li>Design landscapes that meet client functional and financial objectives.</li><li>Design landscapes based on foundational principles of composition.</li><li>Communicate landscape design and building concepts to clients, contractors, and public agencies through written reports, drawings, graphic images, and oral presentations.</li><li>Operate a successful landscape design practice based on sound legal, ethical, and business practices.</li><li>Apply for entry to a BA, BLA, or MLA university program in landscape architecture, with a firm grounding in the concepts and techniques required for further study.</li></ul><div>Career Opportunities</div><div>The major criteria for professional success is a state-issued license, and an AA degree in landscape architecture provides the minimum educational</div><div>requirement (in addition to a 5 year internship) to sit for the licensing exam, an exam that allows students to practice legally. The course work would also</div><div>prepare a student for an entry level job in a landscape architecture office, enabling them to fulfill the internship requirement for licensing.</div>","[{'type': 'sectionHeader', 'value': 'Academic Background'}, {'type': 'cardSection', 'value': [{'type': 'card', 'value': [{'type': 'caption', 'value': 'Minimum Level of Education Completed'}, {'type': 'title', 'value': 'Grade 12 / High School'}]}, {'type': 'card', 'value': [{'type': 'caption', 'value': 'Minimum GPA'}, {'type': 'title', 'value': '50.0%'}]}]}]","{'id': '2172', 'name': 'Merritt College', 'slug': 'merritt-college', 'location': 'Oakland, California, US', 'logo': 'https://photos.applyboard.com/schools/000/002/172/logos/small/Merritt-College-Logo-April-2022.png?1651152668', 'countryCode': 'US', 'headerImage': 'https://photos.applyboard.com/school_photos/000/017/223/photos/optimized/Merritt-College-Campus-April-2022.webp?1659728494'}"
270135,2 years,2 year associate degree,$50 USD,"$9,280 USD / Year","$10,000 USD / Year",associate-of-arts-art-d317914c-3029-481a-87bb-45d7ac8d6ea6,Associate of Arts - Art,Art,2-Year Undergraduate Diploma,"<div>The College of Alameda's Art department offers an Associate of Arts in Art. The Art department is a diverse, open, and interesting community of learners. Art classes such as painting and drawing offer ways for students to explore creativity with an emphasis on personal expression.</div><div><br></div><div>Students who continue their studies in Art are qualified to apply their skills as careers which include: art instructor, art historian, community arts leader, registrar, arts/culture writer, and arts administrator.&nbsp;</div><div><br></div><div>Upon completion of this program a student will be able to:</div><ul><li>Critical Thinking and Problem Solving — Synthesis of art history studies and art studio innovation to promote decision making, problem solving, and empower the individual in society.</li><li>Creativity — Development of artistic creative skills to foster aesthetic reflection in life activities.</li><li>Communication — Productive knowledge of the breadth of world creativity in order to respond, form positions, and make decisions of daily life.</li></ul>","[{'type': 'sectionHeader', 'value': 'Academic Background'}, {'type': 'cardSection', 'value': [{'type': 'card', 'value': [{'type': 'caption', 'value': 'Minimum Level of Education Completed'}, {'type': 'title', 'value': 'Grade 12 / High School'}]}, {'type': 'card', 'value': [{'type': 'caption', 'value': 'Minimum GPA'}, {'type': 'title', 'value': '50.0%'}]}]}]","{'id': '2170', 'name': 'College of Alameda', 'slug': 'college-of-alameda', 'location': 'Alameda, California, US', 'logo': 'https://photos.applyboard.com/schools/000/002/170/logos/small/College-of-Alameda-Logo-April-2022.png?1651080362', 'countryCode': 'US', 'headerImage': 'https://photos.applyboard.com/school_photos/000/017/214/photos/optimized/College-of-Alameda-Campus-April-2022.webp?1659728463'}"
270537,2 years,2 year associate degree,$50 USD,"$10,740 USD / Year","$10,000 USD / Year",associate-of-arts-landscape-horticulture-landscape-design-and-construction-specialist,Associate of Arts - Landscape Horticulture - Landscape Design and Construction Specialist,Landscape Horticulture - Landscape Design and Construction Specialist,2-Year Undergraduate Diploma,"<div>Merritt College's Landscape Design and Construction Specialist Associate in Science degree program provides additional training for students interested in working in the field of landscape design/build. The curriculum provides advanced studies in design, plant ID and basic horticulture, and provides foundational training towards working in a design/ build firm, and obtaining a landscape contractor’s license, irrigation design certification, and related specialties (lighting, water features, water management).</div><div><br></div><div>Students who complete the degree or certificate will be able to:</div><ul><li>Design and build landscapes that provide basic human livability, meet client functional and financial needs, and support community health and well- being.</li><li>Design and build landscapes that respond to regional ecology, and support principles of sustainability.</li><li>Communicate landscape design and building concepts to clients, contractors, and public agencies through electronic media, reports, graphic representation, and spoken presentations.</li></ul>","[{'type': 'sectionHeader', 'value': 'Academic Background'}, {'type': 'cardSection', 'value': [{'type': 'card', 'value': [{'type': 'caption', 'value': 'Minimum Level of Education Completed'}, {'type': 'title', 'value': 'Grade 12 / High School'}]}, {'type': 'card', 'value': [{'type': 'caption', 'value': 'Minimum GPA'}, {'type': 'title', 'value': '50.0%'}]}]}]","{'id': '2172', 'name': 'Merritt College', 'slug': 'merritt-college', 'location': 'Oakland, California, US', 'logo': 'https://photos.applyboard.com/schools/000/002/172/logos/small/Merritt-College-Logo-April-2022.png?1651152668', 'countryCode': 'US', 'headerImage': 'https://photos.applyboard.com/school_photos/000/017/223/photos/optimized/Merritt-College-Campus-April-2022.webp?1659728494'}"
270539,2 years,2 year associate degree,$50 USD,"$10,740 USD / Year","$10,000 USD / Year",associate-of-science-landscape-horticulture-nursery-management-specialist,Associate of Science - Landscape Horticulture - Nursery Management Specialist,Landscape Horticulture - Nursery Management Specialist,2-Year Undergraduate Diploma,"<div>Merritt College's Nursery Management Specialist Associate in Science degree program provides advanced training for working in the wholesale and retail nursery industry. Students will learn growing and maintenance practices for a wide variety of plant species, advanced propagation techniques, watering systems, basic soil and fertilizer chemistry, pest and disease control, and nursery business operations.</div><div><br></div><div>Students who complete the certificate will be able to:</div><ul><li>Perform state-of-the-art sustainable operations of a professional nursery person in both wholesale and retail nursery operations.</li><li>Demonstrate ability to grow and/or maintain nursery stock including basic nursery propagation, soils, watering systems, fertilizers, pest and disease control, and plant evaluation.</li><li>Demonstrate knowledge of all aspects of nursery management including the basics of financial, site operations, personnel, and marketing aspects.</li></ul>","[{'type': 'sectionHeader', 'value': 'Academic Background'}, {'type': 'cardSection', 'value': [{'type': 'card', 'value': [{'type': 'caption', 'value': 'Minimum Level of Education Completed'}, {'type': 'title', 'value': 'Grade 12 / High School'}]}, {'type': 'card', 'value': [{'type': 'caption', 'value': 'Minimum GPA'}, {'type': 'title', 'value': '50.0%'}]}]}]","{'id': '2172', 'name': 'Merritt College', 'slug': 'merritt-college', 'location': 'Oakland, California, US', 'logo': 'https://photos.applyboard.com/schools/000/002/172/logos/small/Merritt-College-Logo-April-2022.png?1651152668', 'countryCode': 'US', 'headerImage': 'https://photos.applyboard.com/school_photos/000/017/223/photos/optimized/Merritt-College-Campus-April-2022.webp?1659728494'}"
